workbook,pdf,row_number,hunt_code,age_value_rendered,hard_data_age,hard_data_reported_hunt_year,status
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,34,EA1075,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,35,EA1076,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,36,EA1077,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,37,EA1078,6.9,6.9,2021,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,38,EA1079,6.9,6.9,2021,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,39,EA1080,6.9,6.9,2021,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,40,EA1081,7.7,7.7,2021,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,41,EA1082,7.7,7.7,2021,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,42,EA1084,6.4,6.4,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,43,EA1085,7,7,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,44,EA1087,7,7,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,45,EA1089,7,7,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,46,EA1090,7,7,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,47,EA1094,7,7,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,48,EA1101,8.1,8.1,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,49,EA1106,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,50,EA1110,5,5,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,51,EA1111,5,5,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,52,EA1112,5,5,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,53,EA1113,5,5,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,54,EA1114,5,5,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,55,EA1117,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,56,EA1118,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,57,EA1119,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,58,EA1120,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,59,EA1121,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,60,EA1122,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,61,EA1124,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,62,EA1125,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,63,EA1129,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,64,EA1130,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,65,EA1131,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,66,EA1132,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,67,EA1134,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,68,EA1135,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,69,EA1136,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,70,EA1137,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,71,EA1138,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,72,EA1139,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,73,EA1140,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,74,EA1141,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,75,EA1142,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,76,EA1143,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,77,EA1145,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,78,EA1146,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,79,EA1147,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,80,EA1149,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,81,EA1151,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,82,EA1153,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,83,EA1156,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,84,EA1157,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,85,EA1158,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,86,EA1159,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,87,EA1160,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,88,EA1161,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,89,EA1162,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,90,EA1163,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,91,EA1164,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,92,EA1165,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,93,EA1166,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,94,EA1167,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,95,EA1168,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,96,EA1170,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,97,EA1171,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,98,EA1172,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,99,EA1174,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,100,EA1175,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,101,EA1177,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,102,EA1180,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,103,EA1187,5.5,5.5,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,104,EA1189,5,5,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,105,EA1192,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,106,EA1193,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,107,EA1196,5.7,5.7,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,108,EA1198,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,109,EA1200,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,110,EA1201,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,111,EA1203,5.7,5.7,2021,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,112,EA1204,5.7,5.7,2021,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,113,EA1206,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,114,EA1207,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,115,EA1208,7.2,7.2,2021,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,116,EA1209,7.7,7.7,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,117,EA1217,5,5,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,118,EA1220,6.5,6.5,2021,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,119,EA1221,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,120,EA1222,9.1,9.1,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,121,EA1223,9.1,9.1,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,122,EA1224,5.2,5.2,2021,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,123,EA1225,5.2,5.2,2021,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,124,EA1226,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,125,EA1228,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,126,EA1229,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,127,EA1231,7.4,7.4,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,128,EA1233,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,129,EA1234,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,130,EA1235,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,131,EA1236,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,132,EA1237,6.2,6.2,2021,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,133,EA1239,5.2,5.2,2022,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,134,EA1240,5.2,5.2,2022,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,135,EA1242,7,7,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,136,EA1243,7,7,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,137,EA1244,7,7,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,138,EA1245,7,7,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,139,EA1250,5.7,5.7,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,140,EA1251,8.1,8.1,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,141,EA1254,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,142,EA1256,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,143,EA1257,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,144,EA1258,5.7,5.7,2023,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,145,EA1259,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,146,EA1260,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,147,EA1261,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,148,EA1263,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,149,EA1264,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,150,EA1265,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,151,EA1266,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,152,EA1267,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,153,EA1268,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,154,EA1269,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,155,EA1270,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,156,EA1271,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,157,EA1272,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,158,EA1273,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,159,EA1274,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,160,EA1276,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,161,EA1277,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,162,EA1278,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,163,EA1279,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,164,EA1280,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,165,EA1281,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,166,EA1282,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,167,EA1283,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,168,EA1284,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,169,EA1285,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,170,EA1286,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,171,EA2000,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,172,EA2002,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,173,EA2003,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,174,EA2004,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,175,EA2005,5.4,5.4,2022,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,176,EA2006,7.7,7.7,2022,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,177,EA2008,5.2,5.2,2022,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,178,EA2009,6.5,6.5,2022,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,179,EA2010,7.7,7.7,2021,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,180,EA2011,6.5,6.5,2021,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,181,EA2012,5.7,5.7,2022,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,182,EA2013,5.7,5.7,2022,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,183,EA2014,5.7,5.7,2022,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,184,EA2015,5,5,2022,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,185,EA2016,7.2,7.2,2021,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,186,EA2017,7.7,7.7,2022,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,2026 ELK ANTLERLESS DRAW.pdf,187,EA2018,7.6,7.6,2022,PDF_AGE_RENDERED_FROM_PASS_HARD_DATA
