workbook,pdf_exists,row_number,hunt_code,hunt_name,species,age_cell_value,hard_data_age,hard_data_reported_hunt_year,hard_data_source_file,status
2026 ELK ANTLERLESS DRAW.xlsx,true,42,EA1084,"San Rafael, North",Elk,6.4,6.4,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,43,EA1085,Vernal/Bonanza,Elk,7,7,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,44,EA1087,Bonanza/Vernal,Elk,7,7,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,45,EA1089,Diamond Mtn,Elk,7,7,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,46,EA1090,Diamond Mtn,Elk,7,7,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,47,EA1094,"Vernal, Mosby Mtn",Elk,7,7,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,48,EA1101,Southwest Desert,Elk,8.1,8.1,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,49,EA1106,"Wasatch Mtns, Avintaquin",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,50,EA1110,"Wasatch Mtns, Salt Lake",Elk,5,5,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,51,EA1111,"Wasatch Mtns, Wallsburg",Elk,5,5,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,52,EA1112,"Wasatch Mtns, Wallsburg",Elk,5,5,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,53,EA1113,"Wasatch Mtns, West Heber",Elk,5,5,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,54,EA1114,"Wasatch Mtns, West Timpanogos",Elk,5,5,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,55,EA1117,Zion,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,56,EA1118,Alton CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,57,EA1119,Bar J Ranch CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,58,EA1120,Bear Mountain CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,59,EA1121,Boobe Hole CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,60,EA1122,Causey Spring CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,61,EA1124,Chimney Rock CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,62,EA1125,Coldwater Ranch CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,63,EA1129,Deseret CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,64,EA1130,Double Cone CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,65,EA1131,Durst Mountain CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,66,EA1132,East Fork Chalk Creek CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,67,EA1134,Ensign Ranches CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,68,EA1135,Folley Ridge CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,69,EA1136,Grass Valley/Clark Canyon CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,70,EA1137,Grazing Pasture CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,71,EA1138,Guildersleeve CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,72,EA1139,Hardscrabble CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,73,EA1140,Heaston East CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,74,EA1141,Hiawatha CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,75,EA1142,Indian Head CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,76,EA1143,Circle E Ranch CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,77,EA1145,Johnson Mountain Ranch CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,78,EA1146,Jump Creek CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,79,EA1147,Little Red Creek CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,80,EA1149,Minnie Maud Ridge CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,81,EA1151,Moon Ranch CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,82,EA1153,Old Woman Plateau CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,83,EA1156,Preston Nutter Ranch CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,84,EA1157,Redd Ranches CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,85,EA1158,Cactus Ranch LLC CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,86,EA1159,Roan Cliffs CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,87,EA1160,Sand Creek CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,88,EA1161,Scofield Canyons CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,89,EA1162,Scofield East CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,90,EA1163,Scofield West CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,91,EA1164,SJ Ranch CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,92,EA1165,Skull Crack CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,93,EA1166,Soldier Summit CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,94,EA1167,South Canyon CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,95,EA1168,Spring Creek/Dodge CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,96,EA1170,Strawberry Ridge CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,97,EA1171,Summit Point CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,98,EA1172,Three C CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,99,EA1174,Two Bear CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,100,EA1175,Wallsburg CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,101,EA1177,Woodruff Creek South CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,102,EA1180,La Sal (Conservation),Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,103,EA1187,"Paunsaugunt, Hatch Bench",Elk,5.5,5.5,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,104,EA1189,"Wasatch Mtns, West-Central",Elk,5,5,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,105,EA1192,Pahvant Ensign CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,106,EA1193,"Cache, Rich",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,107,EA1196,"North Slope, Summit",Elk,5.7,5.7,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,108,EA1198,Bear Springs CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,109,EA1200,Double R Ranch CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,110,EA1201,Mountain Sky Ranch CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,111,EA1203,"Box Elder, Pilot Mtn",Elk,5.7,5.7,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,112,EA1204,"Box Elder, Pilot Mtn",Elk,5.7,5.7,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,113,EA1206,"Cache, Richmond Hyde Park",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,114,EA1207,"Nebo, Moroni Hills",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,115,EA1208,Nebo,Elk,7.2,7.2,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,116,EA1209,"Fillmore, Oak Creek LE",Elk,7.7,7.7,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,117,EA1217,"Wasatch Mtns, Avintaquin",Elk,5,5,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,118,EA1220,Manti (Expo),Elk,6.5,6.5,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,119,EA1221,Fishlake/Thousand Lake (Expo),Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,120,EA1222,"Beaver, East",Elk,9.1,9.1,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,121,EA1223,"Beaver, East",Elk,9.1,9.1,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,122,EA1224,"Book Cliffs, Bitter Creek/South",Elk,5.2,5.2,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,123,EA1225,"Book Cliffs, Bitter Creek/South",Elk,5.2,5.2,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,124,EA1226,"Nebo, Moroni Hills",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,125,EA1228,Morgan-South Rich,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,126,EA1229,Morgan-South Rich,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,127,EA1231,"West Desert, Tintic Valley",Elk,7.4,7.4,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,128,EA1233,Avintaquin Canyon CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,129,EA1234,Royal Ivory Outfitters CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,130,EA1235,Sharp Mountain CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,131,EA1236,East Canyon,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,132,EA1237,"La Sal, La Sal Mtns-North",Elk,6.2,6.2,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,133,EA1239,"Nine Mile, Range Creek",Elk,5.2,5.2,2022,FF6D4B3D__2022_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,134,EA1240,"Nine Mile, Range Creek",Elk,5.2,5.2,2022,FF6D4B3D__2022_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,135,EA1242,"Vernal, Buckskin Hills-Jensen",Elk,7,7,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,136,EA1243,"Vernal, Buckskin Hills-Jensen",Elk,7,7,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,137,EA1244,Yellowstone,Elk,7,7,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,138,EA1245,Yellowstone,Elk,7,7,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,139,EA1250,"North Slope, West Daggett",Elk,5.7,5.7,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,140,EA1251,"Southwest Desert, Burbank/Garrison",Elk,8.1,8.1,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,141,EA1254,Pine Valley,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,142,EA1256,Little Pole Canyon CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,143,EA1257,Tunnel Hollow CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,144,EA1258,La Sal (Expo),Elk,5.7,5.7,2023,A96251BE__2023_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,145,EA1259,Diamond Mountain CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,146,EA1260,West Ridge CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,147,EA1261,Blackhawk CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,148,EA1263,Weber Florence Creek/Stillman Creek CWMU,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,149,EA1264,"Wasatch Mtns, Rabbit Gulch",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,150,EA1265,"Wasatch Mtns, Tabby Mtn",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,151,EA1266,"Box Elder, Hansel Mtn",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,152,EA1267,Cache,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,153,EA1268,"North Slope, Summit",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,154,EA1269,Ogden (Excludes Hyrum),Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,155,EA1270,Fishlake (Conservation),Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,156,EA1271,Manti (Conservation),Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,157,EA1272,"East Canyon, East",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,158,EA1273,"North Slope, Three Corners",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,159,EA1274,"North Slope, Three Corners",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,160,EA1276,"Wasatch Mtns, Box Elder Peak",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,161,EA1277,"North Slope, Three Corners",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,162,EA1278,"Manti, Ferron-Nelson Mtn",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,163,EA1279,"Manti, Ferron-Nelson Mtn",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,164,EA1280,"La Sal, La Sal Mtns-North",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,165,EA1281,"Mt Dutton, Deep Creek",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,166,EA1282,"Ogden, North",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,167,EA1283,Panguitch Lake,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,168,EA1284,Panguitch Lake,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,169,EA1285,Panguitch Lake,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,170,EA1286,Monroe,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,171,EA2000,Antlerless Elk Control,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,172,EA2002,Morgan-South Rich,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,173,EA2003,East Canyon,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,174,EA2004,Chalk Creek,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,175,EA2005,"North Slope, West Daggett",Elk,5.4,5.4,2022,FF6D4B3D__2022_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,176,EA2006,Yellowstone,Elk,7.7,7.7,2022,FF6D4B3D__2022_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,177,EA2008,"Nine Mile, Anthro-Myton Bench",Elk,5.2,5.2,2022,FF6D4B3D__2022_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,178,EA2009,"La Sal, La Sal Mtns",Elk,6.5,6.5,2022,FF6D4B3D__2022_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,179,EA2010,San Juan,Elk,7.7,7.7,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,180,EA2011,Manti,Elk,6.5,6.5,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,181,EA2012,"Wasatch Mtns, West",Elk,5.7,5.7,2022,FF6D4B3D__2022_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,182,EA2013,"Wasatch Mtns, Currant Creek",Elk,5.7,5.7,2022,FF6D4B3D__2022_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,183,EA2014,"Wasatch Mtns, Avintaquin - White River",Elk,5.7,5.7,2022,FF6D4B3D__2022_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,184,EA2015,Paunsaugunt,Elk,5,5,2022,FF6D4B3D__2022_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,185,EA2016,Nebo,Elk,7.2,7.2,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,186,EA2017,Mt Dutton,Elk,7.7,7.7,2022,FF6D4B3D__2022_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,187,EA2018,Panguitch Lake,Elk,7.6,7.6,2022,FF6D4B3D__2022_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,188,EA2019,"West Desert, Tintic Valley",Elk,6.4,6.4,2022,FF6D4B3D__2022_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,189,EA2020,Zion,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,190,EA2021,"Beaver, East",Elk,8.6,8.6,2022,FF6D4B3D__2022_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,191,EA2026,"Box Elder, Hansel Mtn",Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,192,EA2027,Cache,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK ANTLERLESS DRAW.xlsx,true,193,EA2028,Vernal/Bonanza,Elk,7.7,7.7,2022,FF6D4B3D__2022_antlerless_hr.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
