service_root,layer_id,layer_name,field_name,field_alias,field_type,hit_source,age_term_hits,false_positive_age_hits,harvest_term_hits,sample_value,sample_url
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,BoundaryID,BoundaryID,esriFieldTypeInteger,field_metadata,,,boundary,,https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0?f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,Boundary_Name,Boundary_Name,esriFieldTypeString,field_metadata,,,boundary,,https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0?f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,BoundaryID,,sample_attribute,sample_attribute,,,boundary,560,https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,Boundary_Name,,sample_attribute,sample_attribute,,,boundary,Causey Spring (CWMU Tradelands are areas that allow the public to hunt during the hunting season.),https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,BoundaryID,,sample_attribute,sample_attribute,,,boundary,493,https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,Boundary_Name,,sample_attribute,sample_attribute,,,boundary,Ingham Peak (CWMU Tradelands are areas that allow the public to hunt during the hunting season.),https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,BoundaryID,,sample_attribute,sample_attribute,,,boundary,806,https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,Boundary_Name,,sample_attribute,sample_attribute,,,boundary,George Creek (CWMU Tradelands are areas that allow the public to hunt during the hunting season.),https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,BoundaryID,,sample_attribute,sample_attribute,,,boundary,512,https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,Boundary_Name,,sample_attribute,sample_attribute,,,boundary,Dove Creek (CWMU Tradelands are areas that allow the public to hunt during the hunting season.),https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
