service_root,layer_id,layer_name,field_count,metadata_status,age_term_hits,false_positive_age_hits,harvest_term_hits
https://dwrmapserv.utah.gov/arcgis/rest/services/HuntBoundary/CWD_positive_ver1/FeatureServer,0,,0,200,,,
https://dwrmapserv.utah.gov/arcgis/rest/services/Local_File_GDBs/AGRC_Landownership_opensgid/FeatureServer,0,,0,200,,,
https://dwrmapserv.utah.gov/arcgis/rest/services/TileCaches/AGRC_Landownership_Tiles_Ver5_opensgid/MapServer,0,opensgid.cadastre.land_ownership,17,200,,,
https://dwrmapserv.utah.gov/arcgis/rest/services/ram/ram_WIA_PROD_v2/MapServer,0,,0,200,,,
https://dwrmapserv.utah.gov/arcgis/rest/services/ram/ram_WIA_PROD_v2/MapServer,1,,0,200,,,
https://dwrmapserv.utah.gov/arcgis/rest/services/ram/ram_WMA_PROD_v2/MapServer,1,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,0,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,10,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,11,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,12,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,13,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,14,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,15,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,16,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,17,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,18,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,19,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,1,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,20,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,21,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,22,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,23,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,2,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,3,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,4,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,5,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,6,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,7,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,8,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/DNRDWR/Habitat_Layers_V10/FeatureServer,9,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/HuntBoundary/HUNT_BOUNDARY_PROD/FeatureServer,0,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/HuntBoundary/HUNT_BOUNDARY_PROD/MapServer,0,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/HuntBoundary/NPS_UTAH_V1/MapServer,0,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/HuntBoundary/Restricted_Areas_V2/FeatureServer,0,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/Local_File_GDBs/Counties/FeatureServer,0,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/Local_File_GDBs/HealthCareFacilities/FeatureServer,0,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/USFS/USFS_Prescribed_Burns/FeatureServer,0,,0,200,,,
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,5,200,,,boundary
https://server.arcgisonline.com/arcgis/rest/services/Elevation/World_Hillshade/MapServer,0,World_Hillshade,3,200,,,
https://services.arcgisonline.com/arcgis/rest/services/Elevation/World_Hillshade/MapServer,0,World_Hillshade,3,200,,,
