file_path,canonical_role,exists,extension,size_bytes,size_mb,row_count_if_csv,json_key_count_if_json,primary_key_detected,current_hunt_code_match_count,missing_current_hunt_codes_count,extra_noncurrent_hunt_codes_count,missing_current_hunt_codes_sample,extra_noncurrent_hunt_codes_sample,cloudflare_fallback_required,pages_dist_publishable,public_library_allowed,research_runtime_required,hard_data_runtime_required,recommended_status,notes
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_current_source,true,csv,596330,0.569,1449,,hunt_code,1449,0,0,,,false,true,false,false,true,PASS,
processed_data/hunt_master_enriched.csv,runtime_master,true,csv,46220759,44.080,53225,,hunt_code,1449,0,0,,,true,false,false,true,true,PASS,validated_real_csv_not_lfs_pointer
processed_data/hunt_unit_reference_linked.csv,runtime_master,true,csv,2355750,2.247,2953,,hunt_code,1449,0,0,,,false,true,false,true,true,PASS,
processed_data/current_to_historical_hunt_code_crosswalk_2026.csv,historical_bridge,true,csv,170681,0.163,169,,current_hunt_code,169,1280,0,BI6500|DB0009|DB1002|DB1121|RS6700|DA1041|BR1008|BR1011|BR1015|DB1011,,false,true,false,false,true,PASS_EXPECTED_PARTIAL_BRIDGE,crosswalk_join_key=current_hunt_code; historical_hunt_code_preserved_as_metadata; crosswalk_current_code_rows=169; crosswalk_matched_current_codes=169; crosswalk_unmatched_current_hunt_code_rows=0
processed_data/draw_reality_engine.csv,prediction_runtime,true,csv,22351842,21.316,36912,,hunt_code,1449,0,184,,BI6517|BI6519|BI6520|BI6521|BI6523|BI6524|BI6526|BI6533|BR7209|BR7226,false,true,false,true,true,WARN_HAS_NONCURRENT_CODES,
processed_data/draw_reality_engine_v2.csv,prediction_runtime,true,csv,44863034,42.785,176753,,hunt_code,1446,3,170,PD1006|PD1045|PD1046,BI6517|BI6519|BI6520|BI6521|BI6523|BI6524|BI6526|BI6533|BR7209|BR7226,true,false,false,true,true,WARN_PARTIAL_COVERAGE,
processed_data/draw_reality_engine_predictive_v2.csv,prediction_runtime,true,csv,26138522,24.928,26387,,hunt_code,863,586,0,DB0009|DB1121|RS1000|DA1041|DB1056|DB1075|DB1076|DA1030|DA1046|EL3002,,false,true,false,true,true,PASS_SUBSET_PREDICTION_ELIGIBLE,subset_may_be_prediction_eligible_only
processed_data/ml_draw_predictions_v1.csv,prediction_runtime,true,csv,26733923,25.495,26387,,hunt_code,863,586,0,DB0009|DB1121|RS1000|DA1041|DB1056|DB1075|DB1076|DA1030|DA1046|EL3002,,true,false,false,true,true,PASS_SUBSET_PREDICTION_ELIGIBLE,subset_may_be_prediction_eligible_only
processed_data/point_ladder_view.csv,prediction_runtime,true,csv,132456166,126.320,91712,,hunt_code,1449,0,0,,,true,false,false,true,true,PASS,
processed_data/harvest_master.csv,harvest_evidence,true,csv,189456,0.181,1764,,hunt_code,1133,316,37,DB1121|BR1008|BR1011|BR1015|DB1075|BR7102|BR7224|BR7225|BR7301|EL3002,BI0001|DB1774|EA2042|PB5343|PD1041|DB1307|DB1515|DB1532|DB1545|DB1548,false,true,false,true,true,WARN_PARTIAL_HARVEST_COVERAGE,harvest_coverage_partial_missing_codes_expected_for_no_harvest_or_non_harvest_categories
processed_data/harvest_quality_features_all_years_by_hunt_code.csv,harvest_evidence,true,csv,1926517,1.837,5151,,hunt_code,1242,207,182,DB1121|BR1008|BR1011|BR1015|EL3002|EL3028|EL3079|EL3167|LO1628|EL3003,BI6517|BI6519|BI6520|BI6521|BI6523|BI6524|BR7209|BR7226|BR7227|BR7230,false,true,false,true,true,WARN_PARTIAL_HARVEST_COVERAGE,harvest_coverage_partial_missing_codes_expected_for_no_harvest_or_non_harvest_categories
pipeline/RAW/hunt_unit_database/2026/csv/harvest_quality_features_by_hunt_code_2025_for_2026.csv,harvest_evidence,true,csv,313722,0.299,1120,,hunt_code,1115,334,5,DB1121|BR1008|BR1011|BR1015|DB1075|DB1076|BR7102|BR7224|BR7225|BR7301,BI0001|DB1774|EA2042|PB5343|PD1041,false,true,false,true,true,WARN_PARTIAL_HARVEST_COVERAGE,harvest_coverage_partial_missing_codes_expected_for_no_harvest_or_non_harvest_categories
processed_data/model_outputs/draw_prediction_engine_v1.csv,model_output,true,csv,8887027,8.475,92998,,hunt_code,1418,31,1,BR7019|BI6530|DA1044|DB1036|DB1059|DB1082|DB1088|DB1089|DB1094|DB1276,PB5343,false,true,false,true,false,PASS_MODEL_OUTPUT_ARTIFACT,
processed_data/model_outputs/hunt_decision_scores_v1.csv,model_output,true,csv,6945834,6.624,92998,,hunt_code,1418,31,1,BR7019|BI6530|DA1044|DB1036|DB1059|DB1082|DB1088|DB1089|DB1094|DB1276,PB5343,false,true,false,true,false,PASS_MODEL_OUTPUT_ARTIFACT,
processed_data/model_outputs/point_creep_forecast_v1.csv,model_output,true,csv,3458512,3.298,92998,,hunt_code,1418,31,1,BR7019|BI6530|DA1044|DB1036|DB1059|DB1082|DB1088|DB1089|DB1094|DB1276,PB5343,false,true,false,true,false,PASS_MODEL_OUTPUT_ARTIFACT,
processed_data/model_outputs/model_run_report_v1.json,model_output_report,true,json,530,0.001,,6,,0,1449,0,BI6500|DB0009|DB1002|DB1121|RS1000|RS6700|DA1041|BR1008|BR1011|BR1015,,false,true,false,true,false,PASS_MODEL_OUTPUT_ARTIFACT,engine_version=utah_predictive_v1_conservative; input_dir=processed_data; output_dir=processed_data\model_outputs; allowed_hunt_codes=1419; draw_prediction_rows=92998; decision_rows=92998; point_creep_rows=92998; draw_codes_ok=true; decision_codes_ok=true; point_creep_codes_ok=true
processed_data/library/library_page_hunts.csv,public_export,true,csv,619075,0.590,1449,,hunt_code,1449,0,0,,,false,true,true,false,true,PASS,
processed_data/library/library_page_summary.json,public_export,true,json,15933,0.015,,12,,0,1449,0,BI6500|DB0009|DB1002|DB1121|RS1000|RS6700|DA1041|BR1008|BR1011|BR1015,,false,true,true,false,true,WARN_PARTIAL_COVERAGE,
processed_data/hard_data_exports/library/library_page_data.json,public_export,true,json,1420728,1.355,,1449,,0,1449,0,BI6500|DB0009|DB1002|DB1121|RS1000|RS6700|DA1041|BR1008|BR1011|BR1015,,false,true,true,false,true,WARN_PARTIAL_COVERAGE,
processed_data/hard_data_exports/hard_data_manifest.web.json,public_export,true,json,11026,0.011,,20,,0,1449,0,BI6500|DB0009|DB1002|DB1121|RS1000|RS6700|DA1041|BR1008|BR1011|BR1015,,false,true,true,false,true,WARN_PARTIAL_COVERAGE,
